1720573017.108625 server started (1673238): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1720573017.108675 on Linux 6.9.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 21 Jun 2024 19:49:19 +0000
1720573017.108690 using libevent 2.1.12-stable poll
1720573017.108697 using ncurses 6.5 20240427
1720573017.135957 yylex_token: end at WS
1720573017.135960 yylex_token: clear-selection
1720573017.135963 cmd_parse_build_commands 0:0: bind
1720573017.135966 cmd_parse_build_commands 0:1: -Tcopy-mode
1720573017.135969 cmd_parse_build_commands 0:2: C-g
1720573017.135972 cmd_parse_build_commands 0:3 0:0: send
1720573017.135975 cmd_parse_build_commands 0:3 0:1: -X
1720573017.135978 cmd_parse_build_commands 0:3 0:2: clear-selection
1720573017.135981 cmd_parse_build_commands 0:0: send
1720573017.135984 cmd_parse_build_commands 0:1: -X
1720573017.135987 cmd_parse_build_commands 0:2: clear-selection
1720573017.135991 args_parse_flags: next -X
1720573017.135994 args_parse_flags: -X
1720573017.135997 args_parse_flags: next clear-selection
1720573017.136000 args_parse: flags end at 2 of 3
1720573017.136003 args_parse: 2 = clear-selection (type STRING)
1720573017.136007 cmd_parse_build_commands: send-keys -X clear-selection
1720573017.136010 args_parse_flags: next -Tcopy-mode
1720573017.136014 args_parse_flag_argument: -T = copy-mode
1720573017.136018 args_parse_flags: next C-g
1720573017.136023 args_parse: flags end at 2 of 4
1720573017.136027 args_parse: 2 = C-g (type STRING)
1720573017.136032 args_parse: 3 = send-keys -X clear-selection (type COMMANDS)
1720573017.136042 cmd_parse_build_commands: bind-key -T copy-mode C-g { send-keys -X clear-selection }
1720573017.136048 cmdq_get_command: [bind-key/0x630cc891e1a0] group 1339
1720573017.136052 cmdq_append <global>: [bind-key/0x630cc891e1a0]
1720573017.136056 yylex_token: end at WS
1720573017.136060 yylex_token: bind
1720573017.136064 yylex_token: end at WS
1720573017.136067 yylex_token: -Tcopy-mode
1720573017.136071 yylex_token: end at WS
1720573017.136075 yylex_token: C-k
1720573017.136079 yylex_token: end at WS
1720573017.136082 yylex_token: send
1720573017.136086 yylex_token: end at WS
1720573017.136089 yylex_token: -X
1720573017.136102 yylex_token: end at WS
1720573017.136110 yylex_token: copy-pipe-end-of-line-and-cancel
1720573017.136116 cmd_parse_build_commands 0:0: bind
1720573017.136120 cmd_parse_build_commands 0:1: -Tcopy-mode
1720573017.136124 cmd_parse_build_commands 0:2: C-k
1720573017.136129 cmd_parse_build_commands 0:3 0:0: send
1720573017.136133 cmd_parse_build_commands 0:3 0:1: -X
1720573017.136160 cmd_parse_build_commands 0:3 0:2: copy-pipe-end-of-line-and-cancel
1720573017.136167 cmd_parse_build_commands 0:0: send
1720573017.136171 cmd_parse_build_commands 0:1: -X
1720573017.136176 cmd_parse_build_commands 0:2: copy-pipe-end-of-line-and-cancel
1720573017.136182 args_parse_flags: next -X
1720573017.136186 args_parse_flags: -X
1720573017.136191 args_parse_flags: next copy-pipe-end-of-line-and-cancel
1720573017.136195 args_parse: flags end at 2 of 3
1720573017.136199 args_parse: 2 = copy-pipe-end-of-line-and-cancel (type STRING)
1720573017.136206 cmd_parse_build_commands: send-keys -X copy-pipe-end-of-line-and-cancel
1720573017.136209 args_parse_flags: next -Tcopy-mode
1720573017.136212 args_parse_flag_argument: -T = copy-mode
1720573017.136215 args_parse_flags: next C-k
1720573017.136218 args_parse: flags end at 2 of 4
1720573017.136221 args_parse: 2 = C-k (type STRING)
1720573017.136227 args_parse: 3 = send-keys -X copy-pipe-end-of-line-and-cancel (type COMMANDS)
1720573017.136234 cmd_parse_build_commands: bind-key -T copy-mode C-k { send-keys -X copy-pipe-end-of-line-and-cancel }
1720573017.136264 cmdq_get_command: [bind-key/0x630cc8926c90] group 1347
1720573017.136274 cmdq_append <global>: [bind-key/0x630cc8926c90]
1720573017.136278 yylex_token: end at WS
1720573017.136282 yylex_token: bind
1720573017.136285 yylex_token: end at WS
1720573017.136288 yylex_token: -Tcopy-mode
1720573017.136291 yylex_token: end at WS
1720573017.136293 yylex_token: C-n
1720573017.136296 yylex_token: end at WS
1720573017.136299 yylex_token: send
1720573017.136302 yylex_token: end at WS
1720573017.136304 yylex_token: -X
1720573017.136307 yylex_token: end at WS
1720573017.136310 yylex_token: cursor-down
1720573017.136314 cmd_parse_build_commands 0:0: bind
1720573017.136318 cmd_parse_build_commands 0:1: -Tcopy-mode
1720573017.136320 cmd_parse_build_commands 0:2: C-n
1720573017.136324 cmd_parse_build_commands 0:3 0:0: send
1720573017.136326 cmd_parse_build_commands 0:3 0:1: -X
1720573017.136330 cmd_parse_build_commands 0:3 0:2: cursor-down
1720573017.136336 cmd_parse_build_commands 0:0: send
1720573017.136340 cmd_parse_build_commands 0:1: -X
1720573017.136343 cmd_parse_build_commands 0:2: cursor-down
1720573017.136348 args_parse_flags: next -X
1720573017.136350 args_parse_flags: -X
1720573017.136353 args_parse_flags: next cursor-down
1720573017.136356 args_parse: flags end at 2 of 3
1720573017.136360 args_parse: 2 = cursor-down (type STRING)
1720573017.136366 cmd_parse_build_commands: send-keys -X cursor-down
1720573017.136369 args_parse_flags: next -Tcopy-mode
1720573017.136372 args_parse_flag_argument: -T = copy-mode
1720573017.136375 args_parse_flags: next C-n
1720573017.136378 args_parse: flags end at 2 of 4
1720573017.136381 args_parse: 2 = C-n (type STRING)
1720573017.136386 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1720573017.136396 cmd_parse_build_commands: bind-key -T copy-mode C-n { send-keys -X cursor-down }
1720573017.136402 cmdq_get_command: [bind-key/0x630cc892aca0] group 1355
1720573017.136406 cmdq_append <global>: [bind-key/0x630cc892aca0]
1720573017.136411 yylex_token: end at WS
1720573017.136414 yylex_token: bind
1720573017.136417 yylex_token: end at WS
1720573017.136420 yylex_token: -Tcopy-mode
1720573017.136422 yylex_token: end at WS
1720573017.136425 yylex_token: C-p
1720573017.136428 yylex_token: end at WS
1720573017.136431 yylex_token: send
1720573017.136433 yylex_token: end at WS
1720573017.136436 yylex_token: -X
1720573017.136439 yylex_token: end at WS
1720573017.136441 yylex_token: cursor-up
1720573017.136446 cmd_parse_build_commands 0:0: bind
1720573017.136449 cmd_parse_build_commands 0:1: -Tcopy-mode
1720573017.136451 cmd_parse_build_commands 0:2: C-p
1720573017.136455 cmd_parse_build_commands 0:3 0:0: send
1720573017.136457 cmd_parse_build_commands 0:3 0:1: -X
1720573017.136460 cmd_parse_build_commands 0:3 0:2: cursor-up
1720573017.136464 cmd_parse_build_commands 0:0: send
1720573017.136467 cmd_parse_build_commands 0:1: -X
1720573017.136469 cmd_parse_build_commands 0:2: cursor-up
1720573017.136485 args_parse_flags: next -X
1720573017.136488 args_parse_flags: -X
1720573017.136490 args_parse_flags: next cursor-up
1720573017.136493 args_parse: flags end at 2 of 3
1720573017.136496 args_parse: 2 = cursor-up (type STRING)
1720573017.136502 cmd_parse_build_commands: send-keys -X cursor-up
1720573017.136505 args_parse_flags: next -Tcopy-mode
1720573017.136508 args_parse_flag_argument: -T = copy-mode
1720573017.136511 args_parse_flags: next C-p
1720573017.136514 args_parse: flags end at 2 of 4
1720573017.136517 args_parse: 2 = C-p (type STRING)
1720573017.136521 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1720573017.136527 cmd_parse_build_commands: bind-key -T copy-mode C-p { send-keys -X cursor-up }
1720573017.136530 cmdq_get_command: [bind-key/0x630cc892be90] group 1363
1720573017.136533 cmdq_append <global>: [bind-key/0x630cc892be90]
1720573017.136536 yylex_token: end at WS
1720573017.136539 yylex_token: bind
1720573017.136542 yylex_token: end at WS
1720573017.136545 yylex_token: -Tcopy-mode
1720573017.136547 yylex_token: end at WS
1720573017.136550 yylex_token: C-r
1720573017.136553 yylex_token: end at WS
1720573017.136556 yylex_token: command-prompt
1720573017.136558 yylex_token: end at WS
1720573017.136561 yylex_token: -T
1720573017.136564 yylex_token: end at WS
1720573017.136566 yylex_token: search
1720573017.136570 yylex_token: end at WS
1720573017.136572 yylex_token: -ip(search up)
1720573017.136575 yylex_token: end at WS
1720573017.136578 yylex_token: -I#{pane_search_string}
1720573017.136581 yylex_token: end at WS
1720573017.136584 yylex_token: send
1720573017.136587 yylex_token: end at WS
1720573017.136589 yylex_token: -X
1720573017.136593 yylex_token: end at WS
1720573017.136596 yylex_token: search-backward-incremental
1720573017.136598 yylex_token: end at WS
1720573017.136601 yylex_token: %%
1720573017.136605 cmd_parse_build_commands 0:0: bind
1720573017.136608 cmd_parse_build_commands 0:1: -Tcopy-mode
1720573017.136611 cmd_parse_build_commands 0:2: C-r
1720573017.136614 cmd_parse_build_commands 0:3 0:0: command-prompt
1720573017.136617 cmd_parse_build_commands 0:3 0:1: -T
1720573017.136620 cmd_parse_build_commands 0:3 0:2: search
1720573017.136623 cmd_parse_build_commands 0:3 0:3: -ip(search up)
1720573017.136626 cmd_parse_build_commands 0:3 0:4: -I#{pane_search_string}
1720573017.136629 cmd_parse_build_commands 0:3 0:5 0:0: send
1720573017.136632 cmd_parse_build_commands 0:3 0:5 0:1: -X
1720573017.136636 cmd_parse_build_commands 0:3 0:5 0:2: search-backward-incremental
1720573017.136639 cmd_parse_build_commands 0:3 0:5 0:3: %%
1720573017.136643 cmd_parse_build_commands 0:0: command-prompt
1720573017.136646 cmd_parse_build_commands 0:1: -T
1720573017.136648 cmd_parse_build_commands 0:2: search
1720573017.136651 cmd_parse_build_commands 0:3: -ip(search up)
1720573017.136654 cmd_parse_build_commands 0:4: -I#{pane_search_string}
1720573017.136658 cmd_parse_build_commands 0:5 0:0: send
1720573017.136660 cmd_parse_build_commands 0:5 0:1: -X
1720573017.136664 cmd_parse_build_commands 0:5 0:2: search-backward-incremental
1720573017.136666 cmd_parse_build_commands 0:5 0:3: %%
1720573017.136670 cmd_parse_build_commands 0:0: send
1720573017.136673 cmd_parse_build_commands 0:1: -X
1720573017.136676 cmd_parse_build_commands 0:2: search-backward-incremental
1720573017.136679 cmd_parse_build_commands 0:3: %%
1720573017.136683 args_parse_flags: next -X
1720573017.136686 args_parse_flags: -X
1720573017.136690 args_parse_flags: next search-backward-incremental
1720573017.136693 args_parse: flags end at 2 of 4
1720573017.136696 args_parse: 2 = search-backward-incremental (type STRING)
1720573017.136699 args_parse: 3 = %% (type STRING)
1720573017.136705 cmd_parse_build_commands: send-keys -X search-backward-incremental "%%"
1720573017.136708 args_parse_flags: next -T
1720573017.136711 args_parse_flag_argument: -T = search
1720573017.136714 args_parse_flags: next -ip(search up)
1720573017.136717 args_parse_flags: -i
1720573017.136720 args_parse_flag_argument: -p = (search up)
1720573017.136723 args_parse_flags: next -I#{pane_search_string}
1720573017.136732 args_parse_flag_argument: -I = #{pane_search_string}
1720573017.136735 args_parse: flags end at 5 of 6
1720573017.136740 args_parse: 5 = send-keys -X search-backward-incremental "%%" (type COMMANDS)
1720573017.136749 cmd_parse_build_commands: command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" }
1720573017.136753 args_parse_flags: next -Tcopy-mode
1720573017.136756 args_parse_flag_argument: -T = copy-mode
1720573017.136758 args_parse_flags: next C-r
1720573017.136761 args_parse: flags end at 2 of 4
1720573017.136764 args_parse: 2 = C-r (type STRING)
1720573017.136773 args_parse: 3 = command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" } (type COMMANDS)
1720573017.136783 cmd_parse_build_commands: bind-key -T copy-mode C-r { command-prompt -i -I "#{pane_search_string}" -T search -p "(search up)" { send-keys -X search-backward-incremental "%%" } }
1720573017.136788 cmdq_get_command: [bind-key/0x630cc892c110] group 1371
1720573017.136791 cmdq_append <global>: [bind-key/0x630cc892c110]
1720573017.136794 yylex_token: end at WS
1720573017.136797 yylex_token: bind
1720573017.136800 yylex_token: end at WS
1720573017.136803 yylex_token: -Tcopy-mode
1720573017.136805 yylex_token: end at WS
1720573017.136808 yylex_token: C-s
1720573017.136811 yylex_token: end at WS
1720573017.136814 yylex_token: command-prompt
1720573017.136816 yylex_token: end at WS
1720573017.136819 yylex_token: -T
1720573017.136822 yylex_token: end at WS
1720573017.136825 yylex_token: search
1720573017.136828 yylex_token: end at WS
1720573017.136831 yylex_token: -ip(search down)
1720573017.136834 yylex_token: end at WS
1720573017.136836 yylex_token: -I#{pane_search_string}
1720573017.136839 yylex_token: end at WS
1720573017.136842 yylex_token: send
1720573017.136845 yylex_token: end at WS
1720573017.136847 yylex_token: -X
1720573017.136850 yylex_token: end at WS
1720573017.136853 yylex_token: search-forward-incremental
1720573017.136856 yylex_token: end at WS
1720573017.136859 yylex_token: %%
1720573017.136862 cmd_parse_build_commands 0:0: bind
1720573017.136865 cmd_parse_build_commands 0:1: -Tcopy-mode
1720573017.136868 cmd_parse_build_commands 0:2: C-s
1720573017.136872 cmd_parse_build_commands 0:3 0:0: command-prompt
1720573017.136875 cmd_parse_build_commands 0:3 0:1: -T
1720573017.136878 cmd_parse_build_commands 0:3 0:2: search
1720573017.136881 cmd_parse_build_commands 0:3 0:3: -ip(search down)
1720573017.136884 cmd_parse_build_commands 0:3 0:4: -I#{pane_search_string}
1720573017.136887 cmd_parse_build_commands 0:3 0:5 0:0: send
1720573017.136890 cmd_parse_build_commands 0:3 0:5 0:1: -X
1720573017.136893 cmd_parse_build_commands 0:3 0:5 0:2: search-forward-incremental
1720573017.136896 cmd_parse_build_commands 0:3 0:5 0:3: %%
1720573017.136900 cmd_parse_build_commands 0:0: command-prompt
1720573017.136903 cmd_parse_build_commands 0:1: -T
1720573017.136905 cmd_parse_build_commands 0:2: search
1720573017.136908 cmd_parse_build_commands 0:3: -ip(search down)
1720573017.136911 cmd_parse_build_commands 0:4: -I#{pane_search_string}
1720573017.136914 cmd_parse_build_commands 0:5 0:0: send
1720573017.136917 cmd_parse_build_commands 0:5 0:1: -X
1720573017.136920 cmd_parse_build_commands 0:5 0:2: search-forward-incremental
1720573017.136923 cmd_parse_build_commands 0:5 0:3: %%
1720573017.136926 cmd_parse_build_commands 0:0: send
1720573017.136929 cmd_parse_build_commands 0:1: -X
1720573017.136933 cmd_parse_build_commands 0:2: search-forward-incremental
1720573017.136935 cmd_parse_build_commands 0:3: %%
1720573017.136940 args_parse_flags: next -X
1720573017.136943 args_parse_flags: -X
1720573017.136946 args_parse_flags: next search-forward-incremental
1720573017.136948 args_parse: flags end at 2 of 4
1720573017.136952 args_parse: 2 = search-forward-incremental (type STRING)
1720573017.136954 args_parse: 3 = %% (type STRING)
1720573017.136959 cmd_parse_build_commands: send-keys -X search-forward-incremental "%%"
1720573017.136968 args_parse_flags: next -T
1720573017.136971 args_parse_flag_argument: -T = search
1720573017.136974 args_parse_flags: next -ip(search down)
1720573017.136976 args_parse_flags: -i
1720573017.136979 args_parse_flag_argument: -p = (search down)
1720573017.136982 args_parse_flags: next -I#{pane_search_string}
1720573017.136985 args_parse_flag_argument: -I = #{pane_search_string}
1720573017.136988 args_parse: flags end at 5 of 6
1720573017.136993 args_parse: 5 = send-keys -X search-forward-incremental "%%" (type COMMANDS)
1720573017.137001 cmd_parse_build_commands: command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" }
1720573017.137004 args_parse_flags: next -Tcopy-mode
1720573017.137007 args_parse_flag_argument: -T = copy-mode
1720573017.137010 args_parse_flags: next C-s
1720573017.137013 args_parse: flags end at 2 of 4
1720573017.137016 args_parse: 2 = C-s (type STRING)
1720573017.137024 args_parse: 3 = command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" } (type COMMANDS)
1720573017.137034 cmd_parse_build_commands: bind-key -T copy-mode C-s { command-prompt -i -I "#{pane_search_string}" -T search -p "(search down)" { send-keys -X search-forward-incremental "%%" } }
1720573017.137038 cmdq_get_command: [bind-key/0x630cc892c800] group 1383
1720573017.137041 cmdq_append <global>: [bind-key/0x630cc892c800]
1720573017.137045 yylex_token: end at WS
1720573017.137047 yylex_token: bind
1720573017.137050 yylex_token: end at WS
1720573017.137053 yylex_token: -Tcopy-mode
1720573017.137056 yylex_token: end at WS
1720573017.137058 yylex_token: C-v
1720573017.137061 yylex_token: end at WS
1720573017.137064 yylex_token: send
1720573017.137066 yylex_token: end at WS
1720573017.137069 yylex_token: -X
1720573017.137072 yylex_token: end at WS
1720573017.137074 yylex_token: page-down
1720573017.137078 cmd_parse_build_commands 0:0: bind
1720573017.137081 cmd_parse_build_commands 0:1: -Tcopy-mode
1720573017.137083 cmd_parse_build_commands 0:2: C-v
1720573017.137086 cmd_parse_build_commands 0:3 0:0: send
1720573017.137089 cmd_parse_build_commands 0:3 0:1: -X
1720573017.137092 cmd_parse_build_commands 0:3 0:2: page-down
1720573017.137096 cmd_parse_build_commands 0:0: send
1720573017.137099 cmd_parse_build_commands 0:1: -X
1720573017.137101 cmd_parse_build_commands 0:2: page-down
1720573017.137105 args_parse_flags: next -X
1720573017.137109 args_parse_flags: -X
1720573017.137111 args_parse_flags: next page-down
1720573017.137114 args_parse: flags end at 2 of 3
1720573017.137117 args_parse: 2 = page-down (type STRING)
1720573017.137122 cmd_parse_build_commands: send-keys -X page-down
1720573017.137125 args_parse_flags: next -Tcopy-mode
1720573017.137128 args_parse_flag_argument: -T = copy-mode
1720573017.137131 args_parse_flags: next C-v
1720573017.137134 args_parse: flags end at 2 of 4
1720573017.137137 args_parse: 2 = C-v (type STRING)
1720573017.137141 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1720573017.137147 cmd_parse_build_commands: bind-key -T copy-mode C-v { send-keys -X page-down }
1720573017.137152 cmdq_get_command: [bind-key/0x630cc892cfb0] group 1395
1720573017.137155 cmdq_append <global>: [bind-key/0x630cc892cfb0]
1720573017.137158 yylex_token: end at WS
1720573017.137161 yylex_token: bind
1720573017.137164 yylex_token: end at WS
1720573017.137167 yylex_token: -Tcopy-mode
